market,airlineAA,airlineDL,airlineUA,airlineAL,airlineLCC,airlineWN,marketdistance,fromcenterdistance,mindistance,changeincmarket,percapitaincmarket,marketsize,wrightamendmDAL,dallasmarket,marketpresenceAA,marketpresenceDL,marketpresenceUA,marketpresenceAL,marketpresenceLCC,marketpresenceWN,mindistancefromhubAA,mindistancefromhubDL,mindistancefromhubUA,mindistancefromhubAL,mindistancefromhubLCC,mindistancefromhubWN
"GSPTPA",0,1,0,1,0,0,.478,1.388175,.1023103,2.65,2.810119,1.178232,0,0,.2922244,.8036417,.1102362,.4579724,.0905512,.1574803,2.326884,.1722007,2.326884,.2229235,.0011336,1.652644
"HOUIAD",0,1,0,0,1,0,1.201,1.36111,.2343659,6.5,3.896998,4.881861,0,0,.3476543,.4780247,.28,.1266667,.2481481,.2962963,.1792362,.0219519,.2759237,.0087231,0,0
"HOUICT",1,0,0,0,0,0,.565,.9535011,.2364666,7.25,3.269972,1.669072,0,0,.606702,.2389771,.202381,.1071429,.1481481,.2962963,.0200479,.0200479,1.301969,.0024031,.0023389,.0023389
"HOUIND",0,0,0,0,0,1,.862,.9085819,.2364666,4.95,3.39865,2.744949,0,0,.3934514,.392445,.1902174,.298913,.1481481,.4756441,.1699954,.1415689,.3019337,.0079334,.0004829,.0004829
"HOUISP",0,0,0,0,0,1,1.465,1.60012,.2364666,4.55,3.806901,9.466101,0,0,.2232865,.3292891,0,.0689655,.1481481,.7445722,.1414965,.0158133,.1710399,0,0,0
"HOUJAN",0,0,0,0,0,1,.359,1.003243,.2364666,5.65,3.097297,1.558972,0,0,.1837327,.6423384,.0294118,.1470588,.1481481,.4433551,.8229787,.8229787,3.521926,.0408218,0,0
"HOUJAX",0,1,0,0,1,1,.816,1.358894,.2364666,4.25,3.246101,2.358994,0,0,.3152405,.6051512,.0114943,.2126437,.2573436,.4514687,.426124,.1824767,1.218736,.0272568,0,0
"HOUJFK",0,0,0,0,0,0,1.428,1.563801,.1101473,4.55,3.806901,9.466101,0,0,.5464779,.4658678,.0980392,.1372549,.1481481,.2962963,.1451631,.0175283,.1786017,0,0,0
"HOULAX",1,0,0,0,0,1,1.39,2.152819,.1831448,5.65,3.381828,7.798563,0,0,.4681141,.4879098,.2689655,.2206897,.1481481,.4652618,.0636929,.0636929,.2537461,0,0,0
"HOULEX",0,1,0,0,0,0,.842,.9816332,.2364666,3.95,3.295861,1.414319,0,0,.154321,.664331,.0540541,.0540541,.1481481,.2962963,.2334731,.1339458,.5096659,.0195353,0,.0081538
"HOULGA",1,1,0,0,1,0,1.428,1.55972,.1101473,4.55,3.806901,9.466101,0,0,.4289111,.4495547,.1721312,.2213115,.2137219,.2962963,.1434863,.0186797,.1736955,0,0,0
"HOULIT",0,0,0,0,0,1,.393,.838137,.2364666,5.85,3.18044,1.728964,0,0,.5255331,.5019641,.0075758,.1515152,.1481481,.523569,.4013236,.4013236,2.81107,.0126574,.001759,.0011489
"HOUMBS",0,0,0,0,0,0,1.14,1.153896,.2364666,3.1,3.05161,1.007982,0,0,.154321,.191358,.1612903,.4677419,.1481481,.2962963,.0235696,.0500169,.0235696,.0044031,0,0
"HOUMCI",1,0,0,0,0,1,.666,.8267497,.2364666,4.8,3.38569,3.005245,0,0,.4471138,.4661328,.1801802,.2252252,.1481481,.517017,.062998,.062998,1.022497,.0025313,.0017883,.0017883
"HOUMCO",0,1,0,0,1,1,.848,1.479729,.2364666,5.05,3.132027,2.875962,0,0,.3957003,.5361856,.1482759,.2206897,.2378033,.4514687,.4494604,.2949698,1.300431,.0312149,0,0
"HOUMDW",0,0,0,0,1,1,.937,.9404312,.1550676,4.05,3.532301,6.677031,0,0,.1900353,.191358,0,.0642857,.2981482,.6391535,.0254393,.1144366,.0254393,.0047322,.0004388,.0004388
"HOUMEM",0,0,0,0,1,0,.484,.8204614,.2364666,5.85,3.263947,2.427867,0,0,.2858999,.4676738,.0460526,.375,.2797271,.2962963,.4010265,.4010265,1.968084,.0171062,.000796,.000796
"HOUMIA",0,0,0,0,1,0,.955,1.664039,.2116254,5.45,3.375694,4.979086,0,0,.4729051,.5099421,.1106195,.2079646,.2366437,.2962963,.4311894,.3511021,1.244846,.03231,0,0
"HOUMKE",0,0,0,0,1,0,1.005,1.005357,.2364666,5.05,3.465432,2.700962,0,0,.3765432,.3641976,.1728395,.3827161,.1604938,.2962963,.0074178,.0950408,.0074178,.0036351,.0002231,.0002231
"HOUMSY",0,0,0,0,0,1,.303,1.16076,.2364666,6.6,3.181562,2.521319,0,0,.3717123,.543532,.1,.2130435,.2307568,.5006441,1.292635,1.292635,4.884929,.0822344,0,0
"HOUOAK",1,0,0,0,0,1,1.642,2.297217,.1120481,3.1,4.160574,4.499078,0,0,.4282936,.3146457,.3219178,.2054795,.1481481,.6250634,.0350615,.0350615,.1185637,0,0,0
"HOUOKC",0,0,0,0,0,1,.419,1.006814,.2364666,6.9,3.183784,2.316195,0,0,.514321,.451358,.1333333,.1333333,.1481481,.562963,.0087288,.0087288,2.285255,.0011828,.0004015,.0004015
"HOUOMA",1,0,0,0,0,1,.804,.9572988,.2364666,5.2,3.397205,1.938837,0,0,.5331088,.2898429,.3030303,.2575758,.1481481,.5084175,.0337515,.0337515,.6828434,.0021259,.0019223,.0019223
"HOUORD",1,1,0,0,0,0,.945,.947036,.1550676,4.05,3.532301,6.677031,0,0,.5007262,.4266521,.3104575,.1699346,.1481481,.2962963,.0003491,.1098544,.0003491,.0044059,.0003491,.0003491
"HOUORF",0,1,0,0,0,0,1.209,1.439359,.2289411,6.15,3.163182,2.772758,0,0,.354321,.511358,.04,.3,.1481481,.2962963,.204872,.0003623,.3733663,0,0,0
"HOUPBI",0,0,0,0,0,0,.948,1.621305,.2364666,5.2,3.968258,2.369527,0,0,.2274917,.6242849,.0121951,.2621951,.1481481,.4365402,.4219159,.3079126,1.204824,.0305173,0,0
"HOUPDX",0,0,0,0,0,1,1.843,2.303605,.2364666,4.65,3.391716,3.094671,0,0,.4180573,.4825668,.3351648,.1923077,.1481481,.4721205,.0090447,.0090447,.0153824,.0011941,0,0
"HOUPHF",0,0,0,0,1,0,1.199,1.420995,.2289411,6.15,3.163182,2.772758,0,0,.154321,.191358,0,0,.6481482,.2962963,.2033918,.0021914,.3661889,.0003777,0,0
"HOUPVD",0,0,0,0,0,1,1.571,1.694089,.2364666,6.2,3.298831,2.782152,0,0,.3585463,.4589637,.1338028,.3239437,.1481481,.5498174,.128525,.0160548,.1404808,0,0,0
"HOURDU",0,1,0,0,1,1,1.05,1.313685,.2364666,5.8,3.479841,2.010274,0,0,.3608427,.5337493,.076087,.25,.2133655,.5136876,.2440051,0,.5151879,0,0,0
"HOURIC",0,1,0,0,0,0,1.166,1.372606,.2364666,6,3.368495,2.320712,0,0,.3094934,.5361856,.0517241,.3965517,.1481481,.2962963,.20238,.0070238,.3600021,.0071891,0,0
"HOUSAN",1,0,0,0,0,1,1.312,2.114288,.2364666,5.6,3.471096,3.721801,0,0,.4642383,.4723498,.2272727,.1570248,.1481481,.4905112,.078191,.078191,.3216158,.0066515,0,0
"HOUSAT",0,0,0,0,0,1,.192,1.32398,.2364666,4.6,3.126644,2.908552,0,0,.4860967,.5278066,.1121495,.2803738,.1481481,.5019038,1.575075,1.575075,7.73382,.1133522,0,0
"HOUSDF",0,1,0,0,0,1,.803,.9124193,.2364666,5.2,3.2916,2.383367,0,0,.3367534,.5494661,.0743243,.1689189,.1481481,.526026,.2190445,.2069273,.5335646,.0101999,0,0
"HOUSEA",1,0,0,0,0,1,1.894,2.310845,.2364666,4.05,3.664737,3.872325,0,0,.420194,.4810406,.2539683,.25,.1481481,.44709,.0051467,.0051467,.0053456,.0003108,0,0
"HOUSFO",1,0,0,0,0,0,1.649,2.30694,.1120481,3.1,4.160574,4.499078,0,0,.4400353,.4602656,.3277311,.210084,.1481481,.2962963,.0354402,.0354402,.1199529,0,0,0
"HOUSJC",1,0,0,0,0,1,1.621,2.28609,.2364666,3.1,4.160574,4.499078,0,0,.5597264,.3670337,.2972973,.1891892,.1481481,.5395396,.0372935,.0372935,.127613,0,0,0
"HOUSLC",0,0,0,0,0,1,1.213,1.737426,.2364666,6.1,3.227231,2.184577,0,0,.4070683,.5979514,.2582418,.1043956,.1481481,.5160765,.0169185,.0169185,.0485769,.0030558,0,0
"HOUSMF",0,0,0,0,0,1,1.624,2.253391,.2364666,6.3,3.314815,3.008042,0,0,.4245912,.3940607,.3310811,.2297297,.1481481,.5598098,.0309617,.0309617,.1016742,.0029858,0,0
"HOUSNA",0,0,0,0,0,0,1.357,2.129193,.2364666,5.65,3.381828,7.798563,0,0,.5150805,.3369277,.2911392,.2088608,.1481481,.3532583,.0674407,.0674407,.2725667,0,0,0
"HOUSTL",0,0,0,0,0,1,.687,.6900175,.2364666,4.15,3.351083,3.630244,0,0,.4919278,.3195632,.1153846,.1538462,.1481481,.5014245,.1609878,.1609878,.7510757,.0068586,.0015697,.0015697
"HOUTPA",0,1,0,0,1,0,.781,1.461547,.1023103,5.3,3.241582,3.441164,0,0,.3590454,.5574998,.1102362,.2204724,.2386993,.4537766,.5036221,.410339,1.507419,.0357593,0,0
"HOUTUL",1,0,0,0,0,1,.453,.8961815,.2364666,7.75,3.343084,2.051191,0,0,.5785635,.380752,.0984849,.1136364,.1481481,.5765994,.0696135,.0696135,2.139645,.0019291,.0017503,.0017503
"HOUTYS",0,1,0,0,0,0,.782,1.037376,.2364666,4.95,3.145698,1.740101,0,0,.179962,.665717,.0384615,.0641026,.1481481,.2962963,.3007885,.0822966,.8158537,.0153167,0,0
"IADICT",1,0,0,0,0,0,1.087,1.086903,.2343659,7.25,3.618034,1.681713,0,0,.6457143,.3342857,.482381,.1266667,.1,0,.0795809,0,.0795809,.0333892,.0203067,.0203067
"IADIND",0,0,0,0,0,0,.476,1.041984,.2343659,4.95,3.746711,2.765737,0,0,.4324638,.4877536,.4702174,.358913,.1,.1793478,.605024,.0188811,.605024,.0629934,.0943127,.1738849
"IADJAN",0,1,0,0,0,0,.843,1.136645,.2343659,5.65,3.445359,1.570779,0,0,.2227451,.7376471,.3094118,.2070588,.1,.1470588,.5007071,.0352431,.5007071,.0462111,.0352431,.1055514
"IADJAX",0,1,0,1,1,0,.631,1.492296,.2343659,4.25,3.594162,2.37686,0,0,.3542529,.7004598,.2914943,.3393103,.2091954,.1551724,1.301447,.2732402,1.301447,.0305276,.0001593,.1233831
"IADJFK",0,0,0,0,0,0,.228,1.697203,.1101473,4.55,4.154963,9.537791,0,0,.5854902,.5611765,.3780392,.1372549,.127451,0,4.810385,3.272906,4.810385,.0004709,.0004709,.0031187
"IADLAX",1,1,1,1,1,0,2.288,2.286221,.1831448,5.65,3.72989,7.857624,0,0,.5071265,.5832184,.5489655,.2806897,.1,.1689655,.0169552,0,.0085743,.0031014,0,0
"IADLGA",0,0,1,0,0,0,.229,1.693122,.1101473,4.55,4.154963,9.537791,0,0,.4679235,.5448633,.4521312,.3479781,.1655738,0,4.754418,3.2376,4.754418,0,0,.0039194
"IADLIT",1,1,0,0,0,0,.867,.9715391,.2343659,5.85,3.528502,1.742058,0,0,.5645455,.5972728,.2875758,.2115152,.1,.2272727,.3142735,.0379131,.3142735,.0945715,.0482214,.1022953
"IADMCI",1,0,1,0,1,0,.926,.9601519,.2343659,4.8,3.733752,3.028005,0,0,.4861261,.5614414,.4601802,.2852252,.1,.2207207,.067719,0,.067719,.0290583,0,0
"IADMCO",0,1,1,1,1,0,.758,1.613131,.2343659,5.05,3.480089,2.897742,0,0,.4347126,.6314943,.4282759,.3404598,.1896552,.1551724,1.100911,.2356835,1.100911,.0417798,.000864,.0992187
"IADMDW",0,0,0,0,0,0,.577,1.073833,.1550676,4.05,3.880363,6.727598,0,0,.2290476,.2866667,.28,.1552381,.25,.3428572,.0443003,.1019663,.0443003,.0105744,0,0
"IADMEM",0,1,0,1,1,0,.742,.9538634,.2343659,5.85,3.612009,2.446254,0,0,.3249123,.5629824,.3260526,.435,.2315789,0,.4532041,.0633662,.4532041,.1199875,.0557369,.1190935
"IADMIA",1,1,1,1,1,0,.921,1.797441,.2116254,5.45,3.723756,5.016794,0,0,.5119174,.6052507,.3906195,.3346313,.1884956,0,.9387104,.2256419,.9387104,.0558829,.0016879,.0777318
"IADMKE",0,0,1,1,0,0,.612,1.138759,.2343659,5.05,3.813494,2.721417,0,0,.4155555,.4595062,.4528395,.4427161,.1609876,0,.0689208,.1511286,.0689208,0,0,.0725043
"IADMLB",0,1,0,0,0,0,.769,1.656895,.2343659,5.05,3.492285,1.546936,0,0,.1933333,.7866666,.28,.1266667,.1,0,1.117416,.2693382,1.117416,.0561014,.0030857,.095953
"IADMOB",0,1,0,0,0,0,.835,1.271376,.2343659,4.25,3.222489,1.403596,0,0,.1933333,.7719607,.28,.1266667,.1,0,.6368041,0,.6368041,.0137628,0,.1049036
"IADMSY",0,1,1,1,1,0,.954,1.294162,.2343659,6.6,3.529624,2.540414,0,0,.4107246,.6388406,.38,.2730435,.1826087,.2043478,.493562,.0035217,.493562,.0178491,.0035217,.0924401
"IADOAK",0,0,1,0,0,0,2.408,2.430619,.1120481,3.1,4.508636,4.533152,0,0,.4673059,.4099543,.6019178,.2054795,.1,.3287671,.0035923,0,0,.0042769,0,0
"IADOKC",1,1,0,0,0,0,1.136,1.140216,.2343659,6.9,3.531846,2.333736,0,0,.5533333,.5466666,.4133334,.1933333,.1,.2666667,.1257875,.0040358,.1257875,.046995,.036804,.0752085
"IADOMA",1,0,1,1,0,0,.988,1.090701,.2343659,5.2,3.745267,1.953521,0,0,.5721212,.3851515,.5830303,.3175758,.1,.2121212,.0138169,.0107896,.0138169,.0124764,.0095541,.0095541
"IADORD",0,0,1,0,0,0,.589,1.080438,.1550676,4.05,3.880363,6.727598,0,0,.5397385,.5219608,.5904576,.2541177,.1,0,0,.1053917,0,.007544,.0035426,.0035426
"IADPBI",0,1,0,1,0,0,.859,1.754707,.2343659,5.2,4.316319,2.387472,0,0,.266504,.7195935,.2921951,.3888618,.1,.1402439,1.016179,.2554305,1.016179,.0616931,.0048858,.0826935
"IADPDX",0,0,1,0,0,0,2.327,2.437007,.2343659,4.65,3.739777,3.118108,0,0,.4570696,.5778755,.6151649,.2523077,.1318681,.1758242,0,.0122435,0,0,0,0
"IADPNS",0,1,0,1,0,0,.804,1.307375,.2181258,5.65,3.337475,1.434498,0,0,.1933333,.7052713,.28,.3708527,.1,0,.7194141,.0010595,.7194141,.0063264,.0010595,.1074628
"IADRDU",0,0,0,0,0,0,.224,1.447087,.2343659,5.8,3.827902,2.025499,0,0,.3998551,.629058,.356087,.3766667,.1652174,.2173913,4.502999,2.467437,4.502999,1.007544,0,.3422001
"IADROC",0,0,1,0,0,0,.289,1.544057,.2343659,4.6,3.629153,2.25993,0,0,.3894117,.365098,.4564706,.4894118,.1,0,2.852072,1.929945,2.852072,.3537051,.1074952,.1161535
"IADRSW",0,1,0,1,1,0,.89,1.704131,.2343659,8.8,3.680304,1.502795,0,0,.3800803,.6420884,.2920482,.3676305,.2084337,0,.9198498,.1783313,.9198498,.0358889,.0020271,.0852141
"IADSAN",1,1,1,0,0,0,2.253,2.24769,.2343659,5.6,3.819157,3.749988,0,0,.5032507,.5676584,.5072727,.2423691,.1,.1942149,.0233084,0,.0203599,.0003068,.0001271,.0001028
"IADSAT",1,1,1,1,0,0,1.362,1.457382,.2343659,4.6,3.474706,2.93058,0,0,.5251091,.6231153,.3921495,.3403738,.1,.2056075,.0395701,.0317424,.1956764,.0117084,.020949,.020949
"IADSBA",0,0,0,0,0,0,2.353,2.354228,.2343659,4,3.757614,1.404118,0,0,.4660606,.2866667,.5527273,.1266667,.1,0,.0133797,0,.0034622,0,0,0
"IADSDF",0,0,0,0,0,0,.451,1.045821,.2343659,5.2,3.639662,2.401417,0,0,.3757657,.6447748,.3543243,.2955856,.1,.2297297,.9360909,.0423895,.9360909,.1461603,.0989048,.1941622
"IADSEA",1,1,1,1,1,0,2.306,2.444247,.2343659,4.05,4.012799,3.901652,0,0,.4592063,.5763492,.5339683,.31,.1031746,.1507937,0,.0168914,0,0,0,0
"IADSFO",1,1,1,1,1,0,2.419,2.440342,.1120481,3.1,4.508636,4.533152,0,0,.4790476,.5555742,.6077311,.2821289,.1,0,.0033887,0,0,.0040176,0,0
"IADSJC",1,0,1,0,0,0,2.4,2.419492,.2343659,3.1,4.508636,4.533152,0,0,.5987387,.4623423,.5772973,.1891892,.1,.2432432,.0043793,0,0,.0046597,0,0
"IADSLC",1,1,1,0,0,0,1.827,1.870828,.2343659,6.1,3.575293,2.201122,0,0,.4460806,.6932601,.5382417,.1643956,.1,.2197802,.0027975,.0025009,.0027975,.0048065,.0014629,.0014286
"IADSMF",1,1,1,0,0,0,2.358,2.386793,.2343659,6.3,3.662876,3.030823,0,0,.4636036,.4893694,.6110811,.2297297,.1,.2635135,.0019402,0,0,.0033055,0,.0008451
"IADSNA",1,0,1,0,0,0,2.265,2.262595,.2343659,5.65,3.72989,7.857624,0,0,.5540928,.4322363,.5711392,.2088608,.1,.056962,.0189976,0,.0118251,.0090425,0,0
"IADSRQ",0,1,0,1,0,0,.848,1.627729,.2343659,6.55,3.972145,1.726147,0,0,.1933333,.7554166,.28,.36625,.1,0,.9318594,.1537297,.9318594,.0248901,.0021215,.0920676
"IADSTL",1,0,1,0,0,0,.696,.8234196,.2343659,4.15,3.699145,3.657737,0,0,.5309402,.4148718,.3953846,.2548718,.1,.2051282,.2136691,0,.2136691,.0544418,.0627952,.1207192
"IADTPA",0,1,1,1,1,0,.81,1.594949,.1023103,5.3,3.589643,3.467225,0,0,.3980578,.6528084,.3902362,.3471391,.1905512,.1574803,.9753323,.1604794,.9753323,.0240974,.0017575,.0968575
"IADTUL",1,0,0,0,0,0,1.028,1.029584,.2343659,7.75,3.691146,2.066725,0,0,.6175758,.4760606,.3784848,.1736364,.1,.280303,.1397104,.0027086,.1397104,.0496299,.0407677,.0827662
"IADTUS",1,0,1,0,0,0,1.933,1.928757,.2343659,5.4,3.363916,2.058427,0,0,.4976811,.4678261,.4176812,.3188406,.1,.1304348,.0239867,0,.0454859,.0219371,.0124413,.0124413
"IADTYS",0,1,0,0,0,0,.419,1.170778,.2343659,4.95,3.493759,1.75328,0,0,.2189744,.7610257,.3184615,.1779487,.1,0,1.533943,.4638399,1.533943,.1863395,.0953626,.2134264
"ICTIND",1,0,0,0,0,0,.619,.6343751,.4410904,5.7,3.119686,.945585,0,0,.6915114,.248706,.3925983,.298913,.0380435,.1793478,.2332583,.284828,.2332583,.6777502,.0270974,.0270974
"ICTLAX",1,0,1,1,0,0,1.203,1.878612,.1831448,6.4,3.102865,2.686463,0,0,.7661741,.3441708,.4713465,.2416256,.0448276,.1689655,.2968225,.2968225,.0626104,.0134874,0,.0134874
"ICTLGA",1,0,1,0,0,0,1.278,1.285514,.1101473,5.3,3.527938,3.2609,0,0,.7269711,.3058158,.3745121,.2213115,.0655738,0,.0306394,.0021374,.0306394,0,0,.0089394
"ICTMCO",1,1,0,0,0,0,1.128,1.205522,.472719,5.8,2.853064,.9907166,0,0,.6937603,.3924466,.3506568,.2206897,.0896552,.1551724,.1619566,.049004,.4112462,.2354031,0,.1141771
"ICTMIA",1,0,0,0,0,0,1.295,1.389833,.2116254,6.2,3.09673,1.715205,0,0,.770965,.3662031,.3130004,.2079646,.0884956,0,.1184018,.0621194,.378338,.1621007,0,.1098515
"ICTMSY",1,0,0,0,0,0,.67,.8865528,.6532925,7.35,2.902599,.8685485,0,0,.6697723,.399793,.3023809,.2249482,.0826087,.2043478,.1585265,.1585265,1.125752,.2641514,.1585265,.2960866
"ICTORD",1,0,1,0,0,0,.588,.6728292,.1550676,4.8,3.253337,2.300116,0,0,.7987862,.2829132,.5128385,.1699346,.0163399,0,0,.6350285,0,.4941638,0,0
"ICTPDX",1,0,1,0,0,0,1.406,2.029398,.899327,5.4,3.112752,1.066058,0,0,.7161173,.3388278,.5375458,.2445055,.1318681,.1758242,.3806642,.3806642,.000685,.2415909,0,.1825592
"ICTRSW",1,0,0,0,0,0,1.194,1.296522,.2649559,9.55,3.053278,.5137945,0,0,.639128,.4030407,.2144291,.2409639,.1084337,0,.1254852,.0848771,.4305374,.1740387,0,.1230925
"ICTSAN",1,0,1,1,0,0,1.166,1.840081,.7601695,6.35,3.192132,1.282093,0,0,.7622983,.3286108,.4296537,.2600354,.053719,.1942149,.2831312,.2831312,.0888278,.0044879,.0649917,.0044879
"ICTSAT",1,0,0,0,0,0,.563,1.049773,.6586428,5.35,2.847681,1.001943,0,0,.7841567,.3840677,.3145305,.2922786,.0093458,.2056075,.0230176,.0230176,1.153653,.3016483,.0230176,.3464297
"ICTSEA",1,0,1,1,0,0,1.43,2.036638,.899327,4.8,3.385774,1.333946,0,0,.718254,.3373016,.4563492,.25,.1031746,.1507937,.3883162,.3883162,.0068097,.2933894,0,.1682485
"ICTSFO",1,0,1,1,0,0,1.364,2.032733,.1120481,3.85,3.881611,1.549851,0,0,.7380953,.3165266,.530112,.25,.0546218,0,.3115728,.3115728,.0135011,.0234526,0,.0234526
"ICTSLC",0,0,1,0,0,0,.808,1.46322,.899327,6.85,2.948267,.7525472,0,0,.7051282,.4542125,.4606227,.1950549,.0549451,.2197802,.6275576,.6275576,0,.672506,0,.3638877
"ICTSMF",0,0,1,1,0,0,1.314,1.979185,.7520373,7.05,3.035851,1.036216,0,0,.7226512,.2503217,.533462,.3368726,.0540541,.2635135,.3362452,.3362452,.0081676,.0500803,.0081676,.0500803
"ICTSNA",1,0,1,1,0,0,1.179,1.854986,.3074962,6.4,3.102865,2.686463,0,0,.8131405,.1931887,.4935202,.3160036,.056962,.056962,.297762,.297762,.0708111,.0222659,.0258799,.0222659
"ICTSTL",1,0,0,0,0,0,.392,.4158107,.8398888,4.9,3.072119,1.250553,0,0,.7899878,.1758242,.3177656,.1712454,.0042735,.2051282,1.15334,1.242712,1.15334,1.534888,.0775377,.0775377
"ICTTPA",1,0,0,0,0,0,1.091,1.187341,.1023103,6.05,2.962618,1.185418,0,0,.6571054,.4137608,.3126172,.2204724,.0905512,.1574803,.1511213,.0876413,.4660078,.217225,0,.1303744
"ICTTUS",1,0,0,0,0,0,.856,1.521148,.899327,6.15,2.736891,.7037609,0,0,.7567288,.2287785,.3400621,.4259835,.0289855,.1304348,.3311106,.3311106,.2346796,.1426734,.2346796,.1426734
"INDISP",0,0,0,0,0,1,.7,1.280994,.3702461,3,3.656615,5.362862,0,0,.308096,.339018,.1902174,.298913,.0380435,.6276237,.3531151,.0312469,.3531151,0,0,.0472316
"INDJAN",0,1,0,1,0,0,.554,.6841166,.4410904,4.1,2.947011,.8832097,0,0,.2685422,.6520674,.2196292,.4459718,.0380435,.3264067,.5432825,.1789317,.5432825,.7847856,.3942699,.4945142
"INDJAX",0,1,0,1,1,1,.688,1.039768,.4410904,2.7,3.095814,1.336449,0,0,.40005,.6148801,.2017116,.4246002,.1091954,.3345202,.5146737,.0219915,.5146737,.1004044,.0009935,.4697036
"INDJFK",0,0,0,0,0,0,.664,1.244675,.1101473,3,3.656615,5.362862,0,0,.6312873,.4755968,.2882566,.3675405,.127451,.1793478,.3774852,.0322144,.3774852,0,.0062437,.0498574
"INDLAX",1,1,1,1,0,1,1.814,1.833693,.1831448,4.1,3.231542,4.418146,0,0,.5529236,.4976387,.4591829,.5196027,.0601949,.3483133,.0566019,.0982836,.0109316,.0042583,0,0
"INDLGA",1,0,1,1,0,0,.659,1.240594,.1101473,3,3.656615,5.362862,0,0,.5137206,.4592836,.3623486,.5202245,.0749287,.1793478,.3773052,.0342615,.3773052,0,0,.0596234
"INDLIT",1,0,0,1,0,1,.475,.5190109,.4410904,4.3,3.030154,.979516,0,0,.6103426,.511693,.1977932,.4504282,.0380435,.4066206,.5354897,.2863969,.5354897,.9685315,.4850668,.4855234
"INDMBS",0,0,0,1,0,0,.286,.8347698,.4259086,1.55,2.901323,.5710551,0,0,.2391304,.201087,.3515077,.766655,.0380435,.1793478,.3932742,.4305672,.3932742,.1476112,.3404579,.3404579
"INDMCI",1,0,1,1,0,1,.451,.5076237,.4410904,3.25,3.235403,1.702572,0,0,.5319232,.4758617,.3703976,.5241383,.0585586,.4000686,.2829051,.4096252,.2829051,.9008811,0,0
"INDMCO",0,1,0,1,1,1,.828,1.160603,.4410904,3.5,2.981741,1.629328,0,0,.4805098,.5459145,.3384933,.5196027,.0896552,.3345202,.4279865,.0101009,.4279865,.0827106,.0018131,.3906866
"INDMDT",0,0,0,1,0,0,.506,1.085284,.4395371,3.4,3.15764,.8911641,0,0,.3641304,.3104619,.3152174,.6182065,.0380435,.1793478,.5204254,.0390652,.5204254,.0029637,.1684106,.1542292
"INDMDW",0,0,0,0,0,1,.162,.6213052,.1550676,2.5,3.382015,3.78276,0,0,.2748447,.201087,.1902174,.3631988,.1540373,.522205,.1879241,1.14199,.1879241,1.827955,0,0
"INDMEM",0,0,0,1,0,0,.381,.5013353,.4410904,4.3,3.113661,1.375468,0,0,.3707094,.4774027,.23627,.673913,.131579,.1793478,.7537006,.312823,.7537006,1.205358,.6843681,.6843681
"INDMFE",1,0,0,1,0,0,1.161,1.200107,.3656414,6.25,2.343322,.9589142,0,0,.4698997,.201087,.1902174,.6358696,.0380435,.1793478,.0599526,.0599526,.2191083,.0006878,.0011454,.0011454
"INDMIA",1,1,0,1,1,0,1.021,1.344913,.2116254,3.9,3.225408,2.820818,0,0,.5577145,.519671,.3008369,.4199211,.0911408,.1793478,.3471448,.0073768,.3471448,.0570847,.0015126,.3168968
"INDMLB",0,0,0,0,0,0,.864,1.204366,.4410904,3.5,2.993937,.8698037,0,0,.2391304,.7010869,.1902174,.298913,.0380435,.1793478,.4099248,.0136998,.4099248,.063608,.0008926,.3741184
"INDMSY",1,1,0,1,0,1,.708,.8416334,.4410904,5.05,3.031276,1.428411,0,0,.4565217,.5532609,.2902174,.4771739,.0826087,.3836957,.4332494,.1285403,.4332494,.5223775,.2105583,.3947856
"INDOAK",1,0,1,1,0,1,1.934,1.978091,.1120481,1.55,4.010288,2.548878,0,0,.513103,.3243746,.5121352,.3057624,.0547945,.5081149,.037504,.0949386,0,.0298865,0,0
"INDOKC",1,0,0,1,0,1,.689,.6876875,.4410904,5.35,3.033498,1.312201,0,0,.5991305,.4610869,.3235507,.4322464,.0380435,.4460145,.2609247,.2362157,.2609247,.6378695,.1069222,.1069222
"INDOMA",1,0,1,1,0,1,.517,.6381729,.4410904,3.65,3.246919,1.098416,0,0,.6179183,.2995718,.4932477,.5564888,.0681818,.3914691,.1441655,.3729748,.1441655,.5157179,.1282331,.1282331
"INDORD",1,0,1,0,0,0,.177,.62791,.1550676,2.5,3.382015,3.78276,0,0,.5855356,.4363811,.5006749,.4688477,.0380435,.1793478,0,1.046574,0,1.623199,0,0
"INDORF",0,0,0,1,0,0,.581,1.120233,.2289411,4.6,3.012895,1.57086,0,0,.4391304,.5210869,.2302174,.5119565,.0380435,.1793478,.5352958,.0018063,.5352958,.1251301,.1014779,.158326
"INDPBI",0,1,0,1,1,1,.967,1.302179,.4213133,3.65,3.817971,1.342416,0,0,.3123012,.6340138,.2024125,.4741516,.0929215,.3195917,.3668876,.0115101,.3668876,.0535777,.001463,.3349002
"INDPDX",1,1,1,1,0,1,1.877,1.984479,.4410904,3.1,3.241429,1.753234,0,0,.5028667,.4922957,.5253822,.4912207,.1318681,.355172,.0176273,.1010435,.0176273,.0244385,0,.0157981
"INDPNS",0,1,0,1,0,0,.64,.8548471,.2181258,4.1,2.839127,.8065823,0,0,.2391304,.6196916,.1902174,.4561425,.0380435,.1793478,.5192052,.1008865,.5192052,.4310964,.1008865,.4735824
